heading,angular_vel,x_acc,y_acc,heading_gt,angular_vel_gt,x_acc_gt,y_acc_gt
0.00034780050049129467,-0.007456354796384606,-0.010344056245574185,-0.00336116706236065,0.0,0.0,0.0,0.0
0.007238490494349201,0.001280749827892881,0.005086815190103854,0.004710591556168842,0.0,0.0,0.0,0.0
-0.006118407595453353,0.006625759725384797,0.01602451627391089,0.002002705441799467,0.0,0.0,0.0,0.0
-0.0037778924178720726,-0.007689986557758762,-0.0042214595552959614,-0.0049052307620614495,0.0,0.0,0.0,0.0
-0.0008200281243377944,0.0030729058088839107,0.0028298867675431083,-0.005799092599665565,0.0,0.0,0.0,0.0
0.0034641093833907496,-0.00019659166942808507,0.0064799382304096325,-2.9266804358065736e-05,0.0,0.0,0.0,0.0
0.008429799933849682,0.0038795781921212237,0.005698331876825513,5.4032734315831516e-05,0.0,0.0,0.0,0.0
0.0059197973475569555,0.00517771910368078,0.0001291668326996487,0.0028410239242334183,0.0,0.0,0.0,0.0
-0.0063618730824526295,-0.0016202477992288287,0.0021319843693180423,0.00026612095288356687,0.0,0.0,0.0,0.0
-0.006807711386897413,-0.0032123260987134104,0.00031098022599140455,-0.004010281232127111,0.0,0.0,0.0,0.0
-0.007872619431337984,0.010826426191871583,0.0002765990531801135,0.0029764816059719202,0.0,0.0,0.0,0.0
-0.0018787574527609264,0.002231316173488477,-0.0039629569743386975,0.002275246172731889,0.0,0.0,0.0,0.0
-0.0003196273243709131,0.002105480896369188,0.010206132112286397,-0.0061747503357148775,0.0,0.0,0.0,0.0
-0.0035336501216486566,-0.0007157133599644142,0.0030188612011126,0.00046454465132366715,0.0,0.0,0.0,0.0
-0.00470682549435857,0.0006676876763887398,0.002029327548631943,0.0026032449213740823,0.0,0.0,0.0,0.0
0.001105151571298522,0.0021238646283072643,0.0023740373504080405,0.0020767308534838202,0.0,0.0,0.0,0.0
-0.003256968890992567,0.0021531920812621237,0.0003215116332138069,-0.0006445541322393812,0.0,0.0,0.0,0.0
-0.008718270020069177,-0.003656634241681123,0.004120952168948549,-0.0004979750562597468,0.0,0.0,0.0,0.0
0.004941127835770507,0.004370271147038769,-0.003568676216717412,-0.002864138043766725,0.0,0.0,0.0,0.0
0.0005155206623231266,0.0006158338555290627,-0.002316854613385277,-0.0013590368578066008,0.0,0.0,0.0,0.0
-0.0046112041218495025,-0.000589779296431822,-0.0027797014821897437,0.007505320596814049,0.0,0.0,0.0,0.0
-0.0051204190618575444,-0.003532361808891713,-0.0007075763471616633,-0.0020995117785920585,0.0,0.0,0.0,0.0
-0.000585319942746417,0.004232052192897545,0.00166456848882868,0.007724046345336145,0.0,0.0,0.0,0.0
0.005155770076609517,-0.01275738999343547,-0.0005157984089448591,0.006689893394922588,0.0,0.0,0.0,0.0
-0.004567452315140832,0.002839641120842425,-0.0006207006216921587,-0.004145372462882275,0.0,0.0,0.0,0.0
-0.006346648470238369,0.0051283108247682715,-0.008218166552352158,-0.004435857464651518,0.0,0.0,0.0,0.0
-0.004988145611577103,-0.004457374791101958,0.004825226770752012,0.0007415682319629707,0.0,0.0,0.0,0.0
-0.004126983126332097,0.000452146850534589,0.00012620309784023605,-0.001811858393794467,0.0,0.0,0.0,0.0
-0.004370011261818197,-0.006588412331704551,3.9881394841563944e-05,-0.005158611976551692,0.0,0.0,0.0,0.0
-0.004084884997090713,0.00038834847093248675,0.005701321852460864,-0.002788677732760363,0.0,0.0,0.0,0.0
0.007798545534311152,-0.0021284490501642865,0.015374301770800883,-0.0018816166722170663,0.0,0.0,0.0,0.0
-0.0001886399413358186,-0.0020282036751454904,0.010993802289380199,-0.0006092390190162389,0.0,0.0,0.0,0.0
0.0009001719114909235,0.0038968933609761693,0.0031463031982056386,-0.0005870547926071887,0.0,0.0,0.0,0.0
0.006781555590958184,0.0010803799891395767,0.00970780243774902,-0.006244537331330081,0.0,0.0,0.0,0.0
0.003415389402512012,0.00040657446177723905,-0.004246454560390244,-0.007389459474580898,0.0,0.0,0.0,0.0
0.011645182782969894,-0.0019684258754420077,0.0011399356087984265,-0.008477047670943814,0.0,0.0,0.0,0.0
0.005401231700621281,0.011071943202997895,-0.004246041211672958,0.0008936146918916639,0.0,0.0,0.0,0.0
-0.004768293502463736,0.001714516056970693,-0.0053936431452656485,-0.002719879475411268,0.0,0.0,0.0,0.0
0.006555849526517339,-0.0005534370476896466,-0.0020120081249981954,-0.007940188936450286,0.0,0.0,0.0,0.0
0.011914138189763368,0.010140751610919494,0.003195624755782899,-0.00407439134587714,0.0,0.0,0.0,0.0
-0.0011930476070471656,-0.001610144147165024,-0.0005408086544625325,-0.0037037174078082247,0.0,0.0,0.0,0.0
-0.003125840202268314,0.001277703759809769,-0.001315082316921522,-0.0034214086051518066,0.0,0.0,0.0,0.0
-0.003529985157362172,-0.0018580627898486415,-0.0021439145611090163,-0.0015162503837937932,0.0,0.0,0.0,0.0
0.0005440134128906696,0.005129063489235748,-0.006746278889255359,0.005624124302595511,0.0,0.0,0.0,0.0
-0.004547348409125556,-0.00039628015033179616,-0.0006629935550807179,0.0022979995491167783,0.0,0.0,0.0,0.0
-0.007926454476053658,0.00031212314301639173,-0.0007197661994588195,0.003810699240171944,0.0,0.0,0.0,0.0
-0.001329259032542432,0.003966392529514185,0.004496907933820516,0.0020619264058231207,0.0,0.0,0.0,0.0
0.0009404035406398174,-0.010782418256123106,-8.599702672866878e-05,0.003498178192735535,0.0,0.0,0.0,0.0
-0.005515967361927598,0.0025078109163991025,-0.0071069151380616915,0.00030965681348301663,0.0,0.0,0.0,0.0
0.0014613965408022084,-0.003481938900252926,-0.002771728367755664,0.0017200161091873464,0.0,0.0,0.0,0.0
0.0002101967930315781,-0.003038309303956648,-0.0023531985730412754,0.0003963596865657143,0.0,0.0,0.0,0.0
0.0014613384706230748,0.0005258099292387364,0.0035761457809616154,-3.195225910997369e-05,0.0,0.0,0.0,0.0
0.004491596788536786,0.004029887904693759,-0.007913076476741051,-0.0013587653541204468,0.0,0.0,0.0,0.0
-0.0035605652296201635,-0.0007096515831049344,-0.002246140687167373,0.0013229158521607313,0.0,0.0,0.0,0.0
-0.001553015118777781,0.008570415586078245,-0.01066740744111034,0.004694023560584535,0.0,0.0,0.0,0.0
